Product ID,Product Name,Missions
d8f36b89-bb44-4688-aa61-e6a28bbdfe4f,"Samyang 85Mm T1.5 Vdslr Mk2 For Canon  Lens  (Black, 85 Mm)",Movie Night | Birthday Party Prep
1db56e3d-57c1-475d-90ca-25ddcd5f7a49,"Benq 24 Inch Full Hd Led Backlit Tn Panel Height Adjustment, 3D, Swivel Adjustment, Flicker-Free Gaming Monitor (Xl2411P)  (Response Time: 1 Ms, 144 Hz Refresh Rate)",Movie Night | Birthday Party Prep | Freelancer Remote Setup
62b36d19-71e9-4b67-8458-44269a3a6533,"Vyog 10Kg Counter Weight Machine With Stainless Steel Top For Shop, Home Weighing Scale  (Blue)",Movie Night | Pet Grooming Essentials | Emergency Power & Lighting
1cc530fb-9e28-430b-b4c0-cc3377115f88,"Boat Storm Call 1.69 Inch Hd Display With Bluetooth Calling And 550 Nits Brightness Smartwatch  (Blue Strap, Free Size)",Movie Night | Birthday Party Prep | Pet Grooming Essentials
dc0137fe-4ddd-42e4-bdbd-f453fb8a3839,"Portronics Usb Type C Cable 1.2 M Por-1081 Konnect L  (Compatible With All Phones With Type C Port, Grey, One Cable)",Movie Night | Birthday Party Prep
1833017b-6a09-48cb-9c7b-e2fdba26f6e9,"Mi 10000 Mah Power Bank (22.5 W, Fast Charging)  (Black, Lithium Polymer)",Movie Night | Birthday Party Prep | Travel Packing Essentials | Pet Grooming Essentials
57d65ac2-1330-488c-a1ee-87aa65adae5f,"Gionee Ufit 6 Bluetooth Calling Metallic Frame Smartwatch  (Matte Black Strap, Free Size)",Movie Night | Pet Grooming Essentials
5edf7fd2-ba8e-4ebf-90ec-e573750869c0,"Mifkrt Micro Usb Cable 1 M Vivo Charging Cable For All Vivo/ Phones And Android Phones, Only Cable,  (Compatible With All Mobile Vivo, Oppo, Samsung, Gionee And Mi, Vivo Phones, White, One Cable)",Movie Night | Summer Hydration Kit | Freelancer Remote Setup
de41428c-f14f-4bc8-89ef-3d3c153f48f1,"Stripling Best Price Universal Wired Handheld Photography Video Recording Youtube Caputure Tripod, Tripod Kit, Monopod Kit  (Black, Supports Up To 600 G)",Hostel Setup | Weekly Grocery | Pet Grooming Essentials | Dorm Cooking Essentials | Freelancer Remote Setup
d5a2e07f-2832-49c6-bc97-8c4fe2155afb,"Ubon 10000 Mah Power Bank (12 W, Fast Charging)  (Black, Lithium Polymer)",Movie Night | Birthday Party Prep | Travel Packing Essentials | Pet Grooming Essentials | Emergency Power & Lighting | Weekend Party Prep
376f5bf9-664b-4bae-b9d1-006f9fd89408,"Jeteck Tripod Stand 7 Ft For Live Stream-Led Ring Light With Phone Holder Dimmable For Tik-Tok, Mx Taka Tak, Josh, Moj, Mitron, Vigo, Videos, Instagram Reels, Likee Tripod Stand Ring Flash Tripod Kit  (Multicolor, Supports Up To 2000 G)",Hostel Setup | Freelancer Remote Setup
84f8db18-0e57-4aca-9db7-171a637a0aa3,"Portronics Usb Type C Cable 3 A 1 M Por-656 Konnect Core  (Compatible With Type - C, Black, One Cable)",Movie Night | Birthday Party Prep
aa684593-d92e-4bd8-8423-bf9643ce0a9b,"Nikon Af-S Nikkor 50Mm F/1.8G   Lens  (Black, 90 Mm)",Birthday Party Prep | Travel Packing Essentials
b48830f1-7a39-469b-9f00-c1fea19baeb7,"Pozub Top Selling Pzbl03 Selfie Stick Tripod With Fill Light +Dustproof Bag Wireless Bluetooth Detachable Remote, 360°Rotation, Selfie Stick And Stand R1S With Flash Light And Remote Control Selfie Stick Extendable Stick Mini Tripod With Detachable Remote For Smart Selfie Phone Holder Camera Flash Brackets Best Use For Make Videos Compatible With Mobiles Video Stand In Gimbal Stabilizer, |In Mobile Holder For Hand| Stand For Online Classes Selfie Sticks & Monopods Tripod, Monopod, Monopod Kit, Tripod Ball Head, Tripod Bracket, Tripod Clamp, Tripod Kit  (Black, Supports Up To 700 G)",Hostel Setup | Movie Night | Birthday Party Prep | Travel Packing Essentials | Office/Study Desk Setup | Freelancer Remote Setup | Emergency Power & Lighting
8e77c19a-34fb-45aa-b9b8-f51228086db2,Himalaya Fairness Kesar Face Wash  (150 Ml),Gym Starter | Newborn Baby Care
e38def5e-2f67-40ea-93ea-f9df6809fd8e,Everyuth Naturals Brightening Lemon And Cherry Face Wash  (150 G),Weekly Grocery | Birthday Party Prep | Newborn Baby Care
d50151d4-c620-4743-b88f-57754338320e,Himalaya Nourishing Body Lotion For Normal Skin  (400 Ml),Gym Starter | Weekly Grocery | Movie Night | Baby Care Essentials | Birthday Party Prep | Winter Skin Care | Newborn Baby Care | Healthy Snacking
66e980d0-cbf7-4a33-a878-d8a4f314462b,Old Spice Fresh Lime Pre Shave Cream  (70 G),Men's Shaving Ritual | Pet Grooming Essentials
e6623b08-23e9-4d6b-9d20-b027d1f6b47c,Indulekha Bhringa Hair Oil  (100 Ml),Hostel Setup | Gym Starter | Weekly Grocery | Movie Night | Birthday Party Prep | Newborn Baby Care | Weekend Party Prep
6faa478c-06db-4064-8af2-45a517353cae,Vaseline Intensive Care Cocoa Glow Body Lotion  (400 Ml),Baby Care Essentials | Office/Study Desk Setup | Baking Starter Kit | Winter Skin Care | Home Office Ergonomics
20465576-edb9-41da-8a26-fc344d89164f,Nivea Cocoa Nourish Oil In Lotion  (400 Ml),Weekly Grocery | Baby Care Essentials | Birthday Party Prep | Office/Study Desk Setup | Baking Starter Kit | Winter Skin Care | Newborn Baby Care
e26dbcce-75c2-46b4-84c9-e4eb99696187,"Bella Vita Organic Impact Eau De Cologne Perfume For Man With Notes Of Orange,Nutmeg,Woody Cedar Eau De Toilette  -  100 Ml  (For Men)",Weekly Grocery | Pet Grooming Essentials | Newborn Baby Care
70e88730-1a6e-4742-bb62-f1e739a1da3a,"Mcaffeine Coffee Lip Balm For Dry & Pigmented Lips - 24 Hours Moisturization With Coffee Oil And Shea Butter  (Pack Of: 1, 12 G)",Weekly Grocery | Movie Night | Car Care Maintenance | Birthday Party Prep | Evening Tea/Coffee Break | Pet Grooming Essentials | Baking Starter Kit | Winter Skin Care | Newborn Baby Care
354c19d6-e473-413a-86bf-5e3b8841c18d,Beardo Whisky Smoke Edp 100 Ml Eau De Parfum  -  100 Ml  (For Men),Birthday Party Prep | Pet Grooming Essentials | Baking Starter Kit
c8511ace-f535-48a5-ad8c-2b724efa0b6f,Spruce Shave Club Perfume Set For Men (Pack Of 4) | Long Lasting Perfume For Men-Best Gift For Men Eau De Parfum  -  32 Ml  (For Men),Men's Shaving Ritual | Birthday Party Prep
89ce8985-4b59-4be2-9925-c9ef66871b57,Man Matters Activated Charcoal Body Wash For Men | Skin Brightening Shower Gel | Niacinamide  (275 Ml),Gym Starter | Birthday Party Prep
84e8d72f-b2f6-495c-b824-f2a24c7f8d46,"Bella Vita Organic White Oud Eau De Parfum,Long Lasting,Unisex Eau De Parfum  -  100 Ml  (For Men & Women)",Pet Grooming Essentials | Summer Hydration Kit
8aa47c05-2dae-445f-93cd-d72072882e66,Perfumers Club Complete Fragrance Gift Set For Men | 7X8Ml Eau De Parfum | Refill For Lightr| Eau De Parfum  -  56 Ml  (For Men),Weekly Grocery | Movie Night | Birthday Party Prep | Travel Packing Essentials | Newborn Baby Care
3099b0f6-2bdb-49c3-a602-b335535b3ec3,Philips Mg3721/77 Pack Of 1 Grooming Kit 60 Min  Runtime 7 Length Settings  (Black),Weekly Grocery | Birthday Party Prep | Office/Study Desk Setup | Newborn Baby Care
f4be5f2a-4b3b-4103-8e9c-410bb390d23e,"Himalaya Anti-Dandruff Shampoo,  (400 Ml)",Weekly Grocery | Car Care Maintenance | Birthday Party Prep | Office/Study Desk Setup | Evening Tea/Coffee Break | Pet Grooming Essentials | Newborn Baby Care
01e83273-e7b4-451d-b602-993fabff0a07,Plum 1.5% Vitamin C Toner With Mandarin For Glowing Skin | Improves Uneven Skin Tone Men & Women  (100 Ml),Birthday Party Prep | Evening Tea/Coffee Break
f7ab538e-25c7-4bcc-89cc-c874740317b9,Nova Ng 1153 Digital Usb Trimmer 160 Mins  Runtime 20 Length Settings  (Black),Hostel Setup | Movie Night | Birthday Party Prep | Office/Study Desk Setup | Pet Grooming Essentials | Freelancer Remote Setup | Emergency Power & Lighting
5df8f873-e384-4d0d-83f3-e922a853a008,Accessoreez Kemei Km-203B Professional Electric Hair Clipper Trimmer Shaver Razor Hair Scissors Hair Cutting Quiet Used For Man And Baby Grooming Kit 60 Min  Runtime 4 Length Settings  (White),Men's Shaving Ritual | Baby Care Essentials | Office/Study Desk Setup | Weekend Party Prep
905209aa-28b8-471f-8888-1580e903406c,"Dumpfit Men, Women, Unisex Shapewear",Movie Night | Birthday Party Prep
c1919976-749d-4e71-8d19-a16cfa964fb4,Nike 5Th Element Deodorant Spray - For Women  (200 Ml),Gym Starter | Birthday Party Prep | Summer Hydration Kit | Freelancer Remote Setup
99ecd02c-b33a-43f5-93a6-20194398962d,Pantene Lively Clean Shampoo  (650 Ml),Weekly Grocery | Movie Night | Car Care Maintenance | Birthday Party Prep | Evening Tea/Coffee Break | Pet Grooming Essentials | Newborn Baby Care
abc60e6c-8b87-496f-956c-bbfa25e709c8,Set Wet Chill Avatar Deodorant Spray - For Men  (150 Ml),Birthday Party Prep | Pet Grooming Essentials | Summer Hydration Kit | Healthy Snacking
2229ee4d-52bf-4d66-8a35-477a5b009121,Set Wet Studio X Brightening Face Wash  (100 Ml),Movie Night | Birthday Party Prep
c064b0be-024f-4506-bf2c-f7c22975483f,Dove Intense Repair Shampoo  (650 Ml),Movie Night | Car Care Maintenance | Office/Study Desk Setup | Pet Grooming Essentials
9c0ec8de-681a-4386-b53a-73eb396d25f4,Park Avenue Cool Blue Soap  (6 X 125 G),Movie Night | Birthday Party Prep | Summer Hydration Kit | Newborn Baby Care
3220c4d2-5b01-432f-8bc9-3f03d2f63f17,Parachute Pure Coconut Hair Oil  (300 Ml),Weekly Grocery | Birthday Party Prep | Pet Grooming Essentials | Newborn Baby Care
946ed43a-e39e-4bb1-81de-0c3f5f577863,Set Wet Studio X Impact Perfume - 49 Ml  (For Men),Weekly Grocery | Birthday Party Prep | Dorm Cooking Essentials
f1eb515e-39bc-49d3-9c8b-ce71174dbc04,Tresemme Climate Protection Shampoo  (580 Ml),Weekly Grocery | Movie Night | Car Care Maintenance | Birthday Party Prep | Pet Grooming Essentials | Dorm Cooking Essentials
60682f38-355a-45d0-a317-0ca828f84a50,Himalaya Khus Khus Baby Powder  (100 G),Gym Starter | Weekly Grocery | Baby Care Essentials | First Aid & Wellness | Newborn Baby Care | Healthy Snacking
156ce336-135d-434d-a45c-487c69177352,Clinic Plus Strong & Long Health Shampoo  (340 Ml),Gym Starter | Car Care Maintenance | Birthday Party Prep | Office/Study Desk Setup | Pet Grooming Essentials
1089a068-b1e5-47e2-94b9-adbcf1e2c9d5,L'Oreal Paris Excellence Cream Hair Color  (Deep Plum 416),Gym Starter | Birthday Party Prep | Pet Grooming Essentials
cfb12c4b-06af-4110-b9f8-86870f5abad5,Tresemme Smooth & Shine Shampoo  (185 Ml),Gym Starter | Weekly Grocery | Movie Night | Car Care Maintenance | Pet Grooming Essentials | Newborn Baby Care
aafbe2ec-8d64-4c2b-a46d-aede80495234,Set Wet Funky Avatar Perfume Body Spray - For Men  (120 Ml),Birthday Party Prep | Pet Grooming Essentials | Summer Hydration Kit
90fa3e87-ff42-4f93-8a66-b1f739a88ec5,Ibda Fingerprint Keyless Smart Biometric ( Pack Of 02 ) Padlocks Smart Door Lock,Movie Night | Travel Packing Essentials | Emergency Power & Lighting
27fd221e-3908-4236-8c53-6497ba058267,"Krishna Art Sheesham Wood Standard Tv Entertainment Unit Multipurpose Storage Cabinet Solid Wood Tv Entertainment Unit  (Finish Color - Honey, Diy(Do-It-Yourself))",Hostel Setup | Home Cleaning & Sanitation | Pet Grooming Essentials | Quick Breakfast | Freelancer Remote Setup
bec90231-dd14-41e7-bf6d-6477f29b2696,Sleepx Dual Medium Soft & Hard 6 Inch King High Density (Hd) Foam Mattress  (L X W: 72 Inch X 70 Inch),Movie Night | Birthday Party Prep
ea40bd9c-db7d-4749-93b3-9af1375bc3cb,"Rudra Creations Metal Desk Chair  (Finish Color - Blue, Diy(Do-It-Yourself))",Movie Night | Baby Care Essentials | Birthday Party Prep
f3386abd-8a35-4e86-840a-96482b009b5c,"Fillyrun Premium 4*1 High Protein Rich Fish Food For Wast Growth Fish 250 Kg Dry New Born, Adult, Senior, Young Fish Food",Gym Starter | Pet Grooming Essentials
b96ff36d-6a86-4fdc-aef3-091ae912d514,Vagalleryking Pendant Wall Lamp Without Bulb  (Pack Of 2),Hostel Setup | Weekly Grocery | Movie Night | Birthday Party Prep | Office/Study Desk Setup | Dorm Cooking Essentials | Freelancer Remote Setup | Emergency Power & Lighting
edcc083f-a50c-4b00-b170-2bf5a8e47a1e,"Redwud Engineered Wood Tv Entertainment Unit  (Finish Color - White, Diy(Do-It-Yourself))",Hostel Setup | Birthday Party Prep | Pet Grooming Essentials
80050ac9-21a4-4405-bdb6-1fd3c2466ca3,Sleepycat Original Ortho 3- Layered Medium Firm Memory 6 Inch King High Density (Hd) Foam Mattress  (L X W: 78 Inch X 72 Inch),Weekly Grocery | Birthday Party Prep | Office/Study Desk Setup | Pet Grooming Essentials | Eco-Friendly Home Pack | Dorm Cooking Essentials
7d95dffb-395f-4f0a-b2b0-bf7a8eb6c0aa,Nilkamal Travelite 1 Inch Single Cotton Mattress  (L X W: 72 Inch X 36 Inch),Movie Night | Pooja Puja Essentials | Travel Packing Essentials | Freelancer Remote Setup
7f79f372-180c-4d4f-ab52-6780dbba5907,Bright Bharat Uplight Wall Lamp With Bulb,Movie Night | Office/Study Desk Setup | Emergency Power & Lighting
69ab6dda-a997-4d48-a8c7-bd1969c4173d,Flipkart Supermart Select Turmeric (Haldi Sticks)  (100 G),First Aid & Wellness | Birthday Party Prep | Pet Grooming Essentials
5aa9ecb6-02b5-47d0-a732-aa0e8906b8ca,Pedigree Gravy Chicken Chunks For Puppy Chicken 1.2 Kg Wet Dog Food  (Pack Of 15),Weekly Grocery | Pet Grooming Essentials | Dorm Cooking Essentials | Weekend Party Prep
8188664d-146d-4434-839a-6007e2f4bcc9,Whiskas Kitten (2-12 Months) Fish 1.1 Kg Dry Cat Food,Movie Night | Pet Grooming Essentials | Baking Starter Kit
7033b2e3-43bd-4dda-891b-909968764b50,Galaxy Smooth Milk Bars  (36 G),Movie Night | Birthday Party Prep | Baking Starter Kit
2f80ffcd-a7a5-4f84-a123-4d1b4063bbd4,Kohinoor Amritsari Tandoori Chicken Masala  (15 G),Weekly Grocery | Movie Night | Birthday Party Prep | Pet Grooming Essentials
fe27278e-0e91-4d66-9288-b5ed3004e644,"Pedigree Senior Rice, Chicken 3 Kg Dry Dog Food",Weekly Grocery | Pet Grooming Essentials | Dorm Cooking Essentials
585cf15e-a238-4bd0-aaf1-135ed82849cd,"Nestle Nan Excella Pro Infant Formula Powder (Stage 1)  (400 G, Upto 6 Months)",Gym Starter | Baby Care Essentials | Birthday Party Prep | Pet Grooming Essentials | Newborn Baby Care
10f959bd-95b9-4c8c-9b99-61beb8b6318f,Nestle Munch Nuts Bars  (10% Extra In Pack)  (264 G),Movie Night | Birthday Party Prep | Office/Study Desk Setup | Quick Breakfast
a1cacfc3-e64d-4b67-a9da-742e077079d8,"Nestle Cerelac Wheat Apple Carrot Cereal  (300 G, 6+ Months)",Gym Starter | Movie Night | Baby Care Essentials | Birthday Party Prep | Pet Grooming Essentials
8b270c18-b9f4-4f68-8bad-ddbe631bb11e,Whiskas Adult (+1 Year) Fish Cat Treat  (480 G),Pet Grooming Essentials | Baking Starter Kit
c968d80a-6375-4cde-b13b-d5ee39702e27,Milkybar Moosha Wheat Cocoa Crispies- 45G Bars  (45 G),Birthday Party Prep | Baking Starter Kit
0497bf84-3e77-466d-9fa2-4ebaf4d02739,Mars Chocolate Bars  (51 G),Movie Night | Birthday Party Prep
545d8aff-7e89-45b4-a5b0-c50436ebc0da,"Nestle Cerelac Rice Cereal  (300 G, 6+ Months)",Weekly Grocery | Baby Care Essentials | Birthday Party Prep | Dorm Cooking Essentials
2f25e076-9154-48b9-9346-3a2b18cf70ec,"Bon Iso Whey 100% Protein Isolate For Muscle Strength And Bone Health Whey Protein  (1 Kg, Irish Chocolate)",Gym Starter | Movie Night | Pet Grooming Essentials
8502c45a-a366-431c-a893-1580de9763d7,"Flipkart Smartbuy Rfid Protected Black Leather Zip Case 10 Card Holder  (Set Of 1, Black)",Movie Night | Travel Packing Essentials | Pet Grooming Essentials
c25be59a-41b0-4d4a-9080-a936b823bbde,Powermax Fitness Jogpad-2 Dual Display Treadmill With Bluetooth Speaker Treadmill,Movie Night | Travel Packing Essentials
3ce4fed5-8e96-4721-a8a2-76d54cd5dc09,"Jeetna Hai To Jid Karo  - Jeetna Hain To Jid Karo Second Edition 2 Edition  (Hindi, Paperback, Hundiwalan S.)",Weekly Grocery | Birthday Party Prep | Evening Tea/Coffee Break | Freelancer Remote Setup
818c25cb-f0a4-46db-8aa8-431ebeb06840,"Khargadham Double-Wheeled Ab Abdominal Cross-Fit Gym Equipment For Body Building Fitness Ab Exerciser  (Black, Green)",Gym Starter | Movie Night | Birthday Party Prep | Home Cleaning & Sanitation
6ce5d6d1-c818-42c4-b0ea-502df611e66b,Powermax Fitness Td-M1 Treadmill,Gym Starter | Movie Night
adeae5e2-e490-422d-8c04-e346249bf8c9,Complan Creamy Classic  (500 G),Movie Night | Baby Care Essentials | Birthday Party Prep | Weekend Party Prep
5fe81cce-900a-4a08-9761-99f6c5d62c71,Nestle Nangrow Creamy Vanilla Flavour  (400 G),Gym Starter | Baby Care Essentials | Birthday Party Prep | Baking Starter Kit | Weekend Party Prep
15a28f07-38cf-4df1-b707-9bcbbb33ffa2,Complan Royale Chocolate  (750 G),Movie Night | Baby Care Essentials | Birthday Party Prep | Weekend Party Prep
af91784e-39ae-4cf6-887f-27d702c1a168,Pediasure Vanilla Delight Health Drink  (Rs 70 Savings Pack)  (750 G),Baking Starter Kit | Weekend Party Prep
2e7a8969-c2c3-4c06-af4d-040dedf07911,Rasna Native Haat Honey Vita Chocolate Flavour  (500 G),Movie Night | Quick Breakfast
13f0074b-2b4b-4af4-8c2b-8136034f2bc0,"Dab N Klean Swachh Kichen Towel  (Buy 1 Get 1 (Dab N Klean Kitchen Towel) Free)  (2 Ply, 90 Sheets)",Hostel Setup | Home Cleaning & Sanitation
07facf0d-1a2c-4a5e-b5a7-1b07da5fc9bf,Flipkart Supermart Home Essentials 1 Ply White Napkins  (Buy 1 Get 1 Free)  (100 Sheets),Hostel Setup | Weekend Party Prep
995c0faa-de3f-4f74-ae87-42e2036c8a6d,"Dab N Klean Toilet Paper Roll  (Buy 1 Get 1 (Dab N Klean Toilet Rolls) Free)  (3 Ply, 300 Sheets)",Hostel Setup | Weekly Grocery | Newborn Baby Care
16ed4e1e-072a-4985-bc91-05496aa856e2,"Flipkart Supermart Kitchen Essentials Kitchen Towel  (Buy 1 Get 1 Free)  (2 Ply, 60 Sheets)",Hostel Setup | Home Cleaning & Sanitation
92b04a68-e099-4481-a21c-c6b41ca41b1a,"Flipkart Supermart Home Essentials Toilet Paper Roll  (Buy 1 Get 1 Free)  (3 Ply, 200 Sheets)",Hostel Setup | Weekly Grocery | Newborn Baby Care
ad69f705-644d-428e-8920-aca9cb2ed307,Colgate Kids Barbie Toothpaste  (2 Minute Timer Free)  (80 G),Movie Night | Oral Care Deep Clean | Baby Care Essentials | Birthday Party Prep
2bd16f69-9530-4093-8f63-efbef6099c36,"Meemee Fluoride-Free Strawberry Flavor Toothpaste  (140 G, Pack Of 2)",Oral Care Deep Clean | Birthday Party Prep | Evening Tea/Coffee Break
d9641c8f-ba46-4313-98b6-9bae6e0518fb,Colgate Kids Spiderman Toothpaste  (80 G),Oral Care Deep Clean | Baby Care Essentials | Home Cleaning & Sanitation
2db905ac-b131-4962-9479-44ab73ab13f3,Pepsodent Expert Protection Whitening Toothpaste  (140 G),Movie Night | Oral Care Deep Clean | Car Care Maintenance | Birthday Party Prep
840aedc8-44b3-44de-ac73-ac0575623f16,Closeup Red Hot Mouthwash - Clove Oil  (250 Ml),Weekly Grocery | Movie Night | Oral Care Deep Clean | Birthday Party Prep | Office/Study Desk Setup | Pet Grooming Essentials | Newborn Baby Care | Weekend Party Prep
74604fa2-b6bc-4f27-b62b-0afc35be8e6e,Nivea Men Deep Impact Comfort After Shave Lotion  (100 Ml),Men's Shaving Ritual | Baby Care Essentials | Birthday Party Prep
97421f0d-6660-4ace-9ee3-5a9b947bb2d2,Flipkart Supermart Select Unpolished Chana Dal  (1 Kg),Gym Starter | Weekly Grocery | Car Care Maintenance | Birthday Party Prep | Pet Grooming Essentials | Dorm Cooking Essentials
4489db48-bb0c-47ba-a6b7-1d13ca74f9ca,Gillette Venus Hair Removal Razor For Women,Men's Shaving Ritual | Newborn Baby Care
80029a9a-a10f-4516-b41f-104565ff5718,Flipkart Supermart Select Dry Apricots  (200 G),Gym Starter | Birthday Party Prep | Pet Grooming Essentials | Healthy Snacking
fc955ab7-0b6d-48b0-9b64-6cdd147577b9,Flipkart Supermart Select Pumpkin Seeds Assorted Nuts  (100 G),Birthday Party Prep | Pet Grooming Essentials | Healthy Snacking
0c8ee20e-574d-4398-84b2-3e351af566be,Axe Temptation After Shave Lotion  (100 Ml),Movie Night | Men's Shaving Ritual | Baby Care Essentials | Birthday Party Prep
2e083236-72a8-4c95-ae00-ea93bbd376a9,Flipkart Supermart Select Indian Raisins  (500 G),Birthday Party Prep | Pet Grooming Essentials
9578439a-90b3-4ab6-995b-044298a04499,"Glucon-D Instant Energy Drink  (450 G, Tangy Orange Flavored)",Baby Care Essentials | Birthday Party Prep | Summer Hydration Kit | Weekend Party Prep
b678406b-f380-498d-a92b-2667a2edcfd2,Nivea Men Sensitive Cooling After Shave Lotion  (100 Ml),Movie Night | Men's Shaving Ritual | Baby Care Essentials | Birthday Party Prep
77e69b3d-296b-49d2-b6c1-fd0bc1b4b7e8,Fanta Can  (300 Ml),Movie Night | Birthday Party Prep | Weekend Party Prep
951e670e-aec3-4684-a068-7847de14f52a,Flipkart Supermart Select Brown Chana  (1 Kg),Gym Starter | Birthday Party Prep | Pet Grooming Essentials
f182aece-72b2-4975-98a6-459583247a71,Kohinoor Charminar Brown Rice  (1 Kg),Gym Starter | Weekly Grocery | Movie Night | Dorm Cooking Essentials
d51c5bee-1259-4a12-ae76-eceaef64e140,Flipkart Supermart Select Soya Bean  (500 G),Weekly Grocery | Movie Night | Birthday Party Prep | Pet Grooming Essentials | Healthy Snacking
3dc00ff2-e2a0-426d-85cb-58db6c7e31a3,Nescafe Classic Instant Coffee  (100 G),Weekly Grocery | Movie Night | Birthday Party Prep | Evening Tea/Coffee Break | Newborn Baby Care | Weekend Party Prep
6d1ea7c7-f796-4282-a1b0-025d905da5ce,Saffola Fittify Gourmet Superfood Moringa Lemongrass Green Tea Box  (37.5 G),Gym Starter | Weekly Grocery | Movie Night | First Aid & Wellness | Evening Tea/Coffee Break | Pet Grooming Essentials | Dorm Cooking Essentials | Healthy Snacking
45493bbb-1f24-4923-bb79-256cb872a501,Himalaya Gentle Daily Care Protein Shampoo  (400 Ml),Gym Starter | Weekly Grocery | Car Care Maintenance | Pet Grooming Essentials | Dorm Cooking Essentials
51f23b84-6fe4-4b39-8693-40a8909b3d27,Softouch Ocean Breeze Fabric Conditioner  (800 Ml),Gym Starter | Hostel Room Cleaning
1558e912-4e15-4bd5-a222-6948ef17b474,Ponds Age Miracle Wrinkle Corrector Day Cream Spf 18 Pa++  (10 G),Birthday Party Prep | Newborn Baby Care
319999f6-fa5d-4958-9315-cd93b09ff785,Vaseline Healthy White Complete 10 Body Lotion  (400 Ml),Baby Care Essentials | Winter Skin Care
1791ae03-f710-4181-9a5f-45b1666b531b,Scotch Brite Kitchen Scrub Wet And Dry Microfibre Cleaning Cloth,Movie Night | Baby Care Essentials
2ac02b2e-a39c-4c80-bb92-527d0bfc0a53,Johnson'S Milk Plus Rice Cream  (100 G),Weekly Grocery | Movie Night | Baby Care Essentials | Birthday Party Prep | Dorm Cooking Essentials
edf6fae2-e022-4986-8174-455d93a822e1,Happilo Premium Raw Organic Gluten Free White Quinoa Seeds  (500 G),Weekly Grocery | Birthday Party Prep | Quick Breakfast | Dorm Cooking Essentials | Healthy Snacking
3104c705-7f46-4e3c-854c-aeb53bfb5d88,Head & Shoulders Anti-Hairfall Shampoo  (180 Ml),Movie Night | Car Care Maintenance | Birthday Party Prep | Office/Study Desk Setup | Pet Grooming Essentials
